Date,Open,High,Low,Close,Adj Close,Volume
2012-10-03,12.560500,12.805000,12.478000,12.796000,12.796000,54912000
2012-10-04,12.800500,13.076000,12.793500,13.023500,13.023500,54008000
2012-10-05,13.060000,13.095000,12.874500,12.925500,12.925500,56130000
2012-10-08,12.883500,12.990000,12.778000,12.953000,12.953000,35246000
2012-10-09,12.933500,12.967500,12.536500,12.548000,12.548000,69896000
2012-10-10,12.600000,12.623000,12.200500,12.249500,12.249500,78966000
2012-10-11,12.400000,12.465000,12.094500,12.211000,12.211000,68946000
2012-10-12,12.159000,12.273000,12.095500,12.118000,12.118000,44064000
2012-10-15,12.142500,12.239000,11.925500,12.209000,12.209000,59196000
2012-10-16,12.243500,12.288500,12.104000,12.197000,12.197000,44082000
2012-10-17,12.168500,12.440000,12.165000,12.374500,12.374500,66054000
2012-10-18,12.388500,12.545500,12.135000,12.242500,12.242500,106106000
2012-10-19,12.258000,12.341000,11.947000,12.000000,12.000000,87906000
2012-10-22,11.940500,11.947500,11.616000,11.689000,11.689000,90000000
2012-10-23,11.552500,11.825000,11.500500,11.715500,11.715500,88616000
2012-10-24,11.794000,11.797000,11.397500,11.424500,11.424500,73574000
2012-10-25,11.546000,11.546000,11.146000,11.146000,11.146000,134826000
2012-10-26,11.430000,11.935500,11.334500,11.912000,11.912000,227350000
2012-10-31,11.816000,11.935000,11.525000,11.644500,11.644500,95952000
2012-11-01,11.711500,11.727500,11.567000,11.607000,11.607000,78102000
2012-11-02,11.700500,11.870000,11.605500,11.621000,11.621000,67494000
2012-11-05,11.602000,11.741500,11.505500,11.716500,11.716500,36922000
2012-11-06,11.770500,11.887500,11.722500,11.878000,11.878000,53226000
2012-11-07,11.782500,11.783000,11.471000,11.603000,11.603000,72484000
2012-11-08,11.611000,11.672500,11.355000,11.367500,11.367500,59648000
2012-11-09,11.313000,11.548500,11.230000,11.315500,11.315500,61850000
2012-11-12,11.329500,11.461000,11.270500,11.323500,11.323500,42576000
2012-11-13,11.256000,11.395000,11.235500,11.330000,11.330000,52596000
2012-11-14,11.325000,11.370500,11.125500,11.147500,11.147500,60682000
2012-11-15,11.115000,11.258000,10.909000,11.030000,11.030000,68094000
2012-11-16,11.065500,11.312500,10.932000,11.261500,11.261500,87056000
2012-11-19,11.416000,11.625000,11.372500,11.485500,11.485500,71824000
